,user_id,rm_id,rating
0,1,103,4
1,1,106,5
2,1,109,5
3,1,110,5
4,1,111,5
5,1,112,3
6,1,113,1
7,1,114,4
8,1,115,1
9,1,116,4
10,1,117,1
11,1,118,5
12,1,119,3
13,1,120,1
14,1,123,3
15,1,125,1
16,1,127,2
17,1,129,5
18,1,130,4
19,1,132,4
20,2,105,5
21,2,110,4
22,2,113,3
23,2,115,3
24,2,118,3
25,2,119,5
26,2,121,2
27,2,124,3
28,2,126,3
29,2,130,1
30,3,102,5
31,3,103,3
32,3,104,5
33,3,105,5
34,3,107,2
35,3,108,5
36,3,111,2
37,3,112,1
38,3,113,2
39,3,114,5
40,3,115,1
41,3,117,1
42,3,118,3
43,3,119,1
44,3,121,3
45,3,122,2
46,3,126,3
47,3,127,1
48,3,129,2
49,3,130,1
50,3,131,2
51,3,132,4
52,4,102,2
53,4,103,3
54,4,104,2
55,4,105,4
56,4,106,1
57,4,109,2
58,4,113,1
59,4,115,2
60,4,117,5
61,4,121,5
62,4,123,2
63,4,124,2
64,4,125,4
65,4,132,4
66,5,104,3
67,5,106,4
68,5,107,5
69,5,108,5
70,5,109,5
71,5,110,4
72,5,112,1
73,5,113,5
74,5,117,4
75,5,118,3
76,5,120,5
77,5,126,2
78,5,131,2
79,6,102,5
80,6,103,5
81,6,105,2
82,6,109,4
83,6,110,2
84,6,113,1
85,6,114,4
86,6,116,4
87,6,117,2
88,6,118,5
89,6,119,5
90,6,121,1
91,6,122,1
92,6,123,2
93,6,125,2
94,6,129,2
95,6,132,3
96,7,105,1
97,7,106,3
98,7,109,3
99,7,111,3
100,7,115,4
101,7,116,2
102,7,118,5
103,7,119,4
104,7,120,2
105,7,121,5
106,7,126,1
107,7,127,1
108,7,132,1
109,8,103,5
110,8,104,1
111,8,106,1
112,8,107,3
113,8,109,5
114,8,113,1
115,8,116,2
116,8,118,1
117,8,123,3
118,8,128,1
119,8,130,4
120,8,132,3
121,9,105,3
122,9,106,3
123,9,107,5
124,9,110,1
125,9,112,4
126,9,114,2
127,9,115,3
128,9,116,4
129,9,121,3
130,9,124,5
131,9,128,1
132,9,129,1
133,9,130,2
134,9,132,4
135,10,102,3
136,10,103,5
137,10,108,5
138,10,110,3
139,10,114,5
140,10,115,1
141,10,116,3
142,10,117,2
143,10,118,2
144,10,119,3
145,10,121,1
146,10,123,5
147,10,127,3
148,10,129,1
149,10,130,4
150,11,103,1
151,11,104,5
152,11,106,2
153,11,107,1
154,11,109,1
155,11,113,2
156,11,117,4
157,11,120,3
158,11,122,1
159,11,123,5
160,11,125,2
161,11,128,1
162,11,130,2
163,12,102,1
164,12,103,4
165,12,104,1
166,12,106,1
167,12,107,1
168,12,109,2
169,12,110,5
170,12,116,5
171,12,118,2
172,12,120,3
173,12,122,2
174,12,125,3
175,12,126,5
176,12,127,2
177,12,128,2
178,12,129,1
179,12,130,1
180,13,105,3
181,13,107,2
182,13,110,4
183,13,113,5
184,13,114,3
185,13,115,5
186,13,117,4
187,13,121,3
188,13,123,5
189,13,125,5
190,13,132,3
191,14,102,1
192,14,103,3
193,14,104,4
194,14,105,1
195,14,106,5
196,14,107,3
197,14,111,4
198,14,113,4
199,14,114,5
200,14,115,2
201,14,116,1
202,14,118,5
203,14,119,1
204,14,120,5
205,14,122,2
206,14,124,5
207,14,126,1
208,14,127,5
209,14,128,1
210,14,129,5
211,14,131,5
212,15,103,1
213,15,104,5
214,15,107,2
215,15,108,1
216,15,109,4
217,15,110,4
218,15,112,2
219,15,114,4
220,15,115,1
221,15,117,1
222,15,120,5
223,15,121,3
224,15,123,3
225,15,127,4
226,15,128,1
227,15,130,4
228,15,131,4
229,15,132,3
230,16,102,5
231,16,110,4
232,16,111,5
233,16,118,2
234,16,121,4
235,16,122,5
236,16,123,1
237,16,125,2
238,16,131,3
239,17,104,2
240,17,105,2
241,17,106,5
242,17,107,3
243,17,108,2
244,17,113,3
245,17,114,3
246,17,115,1
247,17,118,1
248,17,119,4
249,17,120,5
250,17,122,2
251,17,123,5
252,17,124,3
253,17,125,4
254,17,128,5
255,17,131,5
256,18,102,3
257,18,105,4
258,18,107,4
259,18,108,5
260,18,109,2
261,18,115,1
262,18,117,2
263,18,120,3
264,18,122,3
265,18,123,2
266,18,125,5
267,18,127,4
268,18,128,5
269,18,129,5
270,18,130,4
271,18,131,5
272,19,103,3
273,19,104,5
274,19,105,1
275,19,106,3
276,19,111,5
277,19,114,2
278,19,115,1
279,19,117,4
280,19,128,4
281,19,131,3
282,19,132,4
283,20,103,5
284,20,104,5
285,20,106,5
286,20,110,5
287,20,111,3
288,20,113,2
289,20,118,3
290,20,125,1
291,20,127,1
292,20,129,3
293,20,130,3
294,20,131,1
295,21,105,3
