,Age,F1,F10,F11,F12,F2,F3,F4,F5,F6,F7,F8,F9,path
0,25,208.83007446246816,89.49860334105779,47.853944456021594,18.681541692269406,126.14673994994877,49.24428900898052,88.89600665946699,13.601470508735444,31.32091952673165,68.15423684555495,61.032778078668514,150.41608956491322,./result/10005947_1981-04-07_2006.jpg
1,73,158.15182578775372,77.78174593052023,41.048751503547585,15.0,103.75451797391764,44.721359549995796,75.31268153505093,10.198039027185569,34.713109915419565,80.23091673413684,56.88585061331157,134.6476884316994,./result/1005079_1937-09-06_2010.jpg
2,28,169.75570682601514,78.23042886243178,43.68065933568311,11.40175425099138,112.36102527122117,49.16299421312742,81.75879157619687,12.041594578792296,35.05709628591621,83.21658488546619,63.12685640834652,141.35416513141735,./result/10080646_1986-08-08_2014.jpg
3,45,211.05923339195564,82.00609733428362,52.172789842982326,25.0,125.00399993600205,58.008620049092706,92.5054052474773,12.0,41.012193308819754,73.02739212103907,76.0,158.00316452527144,./result/101393_1967-10-04_2012.jpg
4,42,156.01281998605114,73.0,42.44997055358225,7.280109889280518,102.0,39.0,72.50172411743047,11.180339887498949,39.01281840626232,87.00574693662483,63.00793600809346,136.0036764208968,./result/1014986_1972-10-29_2014.jpg
5,40,156.259399717265,69.02897942168927,39.6232255123179,15.0,105.30432089900205,44.10215414239989,76.16429609731846,12.041594578792296,36.013886210738214,66.06814663663572,61.1310068623117,130.13838787997952,./result/1016686_1913-08-23_1953.jpg
6,35,143.17122615944868,67.06713054842886,38.3275357934736,14.142135623730951,86.20904824900923,37.05401462729781,62.57195857570706,9.055385138137417,26.019223662515376,53.009433122794285,53.08483775994799,120.14990636700472,./result/1022683_1974-08-30_2009.jpg
7,34,151.92432326655268,82.85529554590944,40.22437072223753,17.72004514666935,94.93682109698007,39.81205847478876,68.74045388270287,10.44030650891055,31.38470965295043,64.40496875241847,46.09772228646444,128.94960255851896,./result/1023196_1922-03-07_1956.jpg
8,23,156.92354826475216,76.23647421018367,42.04759208325728,15.0,96.62815324738438,40.311288741492746,69.46221994724903,10.198039027185569,28.284271247461902,62.51399843235114,56.32051136131489,132.54433220624713,./result/10233725_1962-02-20_1985.jpg
9,44,220.7351353998724,104.47966309287182,49.09175083453431,23.08679276123039,126.4792473095883,55.226805085936306,92.80355596635293,13.038404810405298,39.20459156782532,90.44888059008801,64.6297145282261,169.07099100673656,./result/1024055_1971-08-12_2015.jpg
10,37,165.0,91.00549433962765,41.773197148410844,18.027756377319946,100.0199980003999,43.01162633521314,72.50689622373861,10.0,35.014282800023196,74.00675644831355,57.0087712549569,148.0135128966271,./result/10253596_1977-10-05_2014.jpg
11,51,163.11039206623224,74.0,37.8549864614954,9.848857801796104,100.12492197250393,43.04648650006177,72.0850192481073,11.045361017187261,30.01666203960727,80.05623023850174,57.0087712549569,131.00381673829202,./result/102592_1961-01-13_2012.jpg
12,43,232.0021551624036,117.01709276853532,61.814237842102365,26.019223662515376,149.0,68.00735254367721,110.0,16.0,43.01162633521314,79.05694150420949,85.00588214941364,202.00247523235947,./result/1028629_1968-03-09_2011.jpg
13,57,176.0,77.02596964660685,41.0,18.0,103.07764064044152,50.039984012787215,76.58002350482793,9.0,35.0,75.0,57.0350769263968,134.05968819895114,./result/1033604_1955-10-11_2012.jpg
14,80,153.26447729333762,70.45565981523414,33.83784863137726,8.06225774829855,89.56003573022959,37.21558813185679,64.93458246574009,8.0,29.154759474226502,60.13318551349163,45.09988913511872,115.52488909321661,./result/1036650_1918-05-28_1998.jpg
15,68,240.01041644062033,124.78781991845197,62.93647591023825,30.01666203960727,136.5283853270081,61.204574992397426,99.8624053385457,14.142135623730951,50.15974481593781,79.40403012442127,87.36704184073076,212.14381914163798,./result/1041338_1945-03-14_2013.jpg
16,43,217.91053209975877,110.85576214162258,53.23532661682466,27.16615541441225,139.71399357258383,57.48912940721924,101.5246275541063,14.317821063276353,47.29693436154187,81.25269226308751,70.3420215802759,181.1767093199344,./result/1045735_1968-07-19_2011.jpg
17,50,197.144616969371,89.44271909999159,49.01020301937138,18.439088914585774,124.77980605851253,52.952809179494906,89.93469853176803,15.033296378372908,37.107950630558946,89.49860334105779,70.03570517957252,159.47727110782904,./result/1049646_1961-02-11_2011.jpg
18,26,206.47518010647187,76.00657866263946,50.695167422546305,16.0312195418814,136.23509092741122,59.07622195096772,97.60379090998464,15.0,51.03920062069938,89.05054744357274,78.02563681252464,154.02921800749363,./result/10499481_1916-03-22_1942.jpg
19,77,144.80676779764127,71.56814934033156,37.12142238654117,19.924858845171276,85.86617494683223,40.024992192379,64.87873303325212,8.246211251235321,26.92582403567252,48.76474136094644,50.695167422546305,122.2620137246234,./result/10540349_1916-12-23_1993.jpg
20,34,199.2786993132984,90.24411338142782,53.85164807134504,21.840329667841555,126.11502686040232,50.99019513592785,90.33963692643445,15.297058540778355,39.05124837953327,73.24616030891995,79.2464510246358,169.44615663980107,./result/1056595_1916-07-27_1950.jpg
21,36,191.3164917094185,101.17806086301516,49.8196748283246,22.02271554554524,124.06449935416659,53.03772242470448,91.0494371207203,13.038404810405298,43.04648650006177,85.0235261559999,69.1158447825099,170.29386365926402,./result/10607883_1974-06-14_2010.jpg
22,40,235.00851048419503,117.03845521878696,56.515484603779164,27.0,139.01438774457844,63.0317380372777,102.51951033827659,13.0,49.01020301937138,95.13148795220224,77.0,194.02319448973105,./result/1065122_1970-08-15_2010.jpg
23,54,214.03737991294884,106.04244433244644,53.9351462406472,23.021728866442675,130.06152390311286,55.036351623268054,95.53271690892079,14.035668847618199,37.05401462729781,85.09406559801923,75.0,181.02486017119307,./result/1065862_1960-05-20_2014.jpg
24,52,180.17769007288334,96.04686356149273,43.93176527297759,19.026297590440446,111.11255554616679,47.042533945356304,80.57605103254937,12.0,40.049968789001575,73.17103251970687,61.07372593840988,157.1146078504478,./result/1069241_1955-10-06_2007.jpg
25,57,165.5294535724685,82.37718130647589,39.81205847478876,22.20360331117452,94.14881836751856,41.97618372363071,68.06247130394253,10.04987562112089,29.427877939124322,56.515484603779164,50.44799302251776,132.7742444904131,./result/1069442_1891-01-01_1948.jpg
26,30,132.03408650799233,58.008620049092706,31.04834939252005,12.041594578792296,81.09870529176159,35.05709628591621,59.07622195096772,7.0,31.0,60.00833275470999,43.0,101.00495037373169,./result/10710698_1981-01-20_2011.jpg
27,56,158.0,87.09190547921202,38.07886552931954,18.027756377319946,100.07996802557443,42.01190307520001,73.04279567486448,10.04987562112089,36.0,70.00714249274856,49.0,136.0588108135596,./result/10751203_1952-06-28_2008.jpg
28,28,140.089257261219,67.0,37.36308338453881,14.035668847618199,90.0499861188218,38.01315561749642,64.03124237432849,9.055385138137417,29.0,54.00925846556311,53.03772242470448,120.01666550941998,./result/10772404_1985-12-05_2013.jpg
29,32,160.31219541881399,79.22752047110903,39.45883931389772,15.033296378372908,96.00520819205592,42.01190307520001,70.01606958406049,11.0,38.01315561749642,75.1065909225016,58.215118311311535,137.44089638822936,./result/10837837_1953-03-19_1985.jpg
30,78,162.01234520862909,82.09750300709517,39.293765408777,19.026297590440446,102.0,50.0,76.50163396947806,10.04987562112089,39.01281840626232,81.02468759581859,56.0,138.05795884337854,./result/1088033_1928-05-07_2006.jpg
31,21,155.15798400340216,77.31752712031083,38.897300677553446,10.198039027185569,100.04498987955368,42.01190307520001,71.54369294354325,10.0,37.0,79.05694150420949,52.03844732503075,129.31357237351384,./result/10897871_1959-09-24_1980.jpg
32,20,155.0290295396317,99.18165152889924,41.23105625617661,20.615528128088304,99.04544411531506,43.04648650006177,73.06161783043132,10.0,34.058772731852805,64.1248781675256,55.036351623268054,154.20765220960988,./result/1091531_1940-04-08_1960.jpg
33,55,205.15603817582362,100.12492197250393,53.85164807134504,14.317821063276353,129.0348790056394,54.037024344425184,94.03323880415903,13.152946437965905,43.04648650006177,96.02083107326243,76.10519036176179,176.22996340009834,./result/1095190_1957-09-04_2012.jpg
